Menu Item ID,Menu Category,Menu Sub-Category,Menu Item Name,Ingredient Type,Ingredient ID,Ingredient Name,Quantity,Unit
36,Non-Veg Appetizers,Mutton Snacks,Mutton Sheek Kabab,Inventory,109,Powder - Chilly,0.008,KG
36,Non-Veg Appetizers,Mutton Snacks,Mutton Sheek Kabab,Inventory,76,Garam Masala,0.005,KG
37,Non-Veg Appetizers,Mutton Snacks,Pattar Ka Gosh,Fresh,N/A,Mutton,0.25,KG
37,Non-Veg Appetizers,Mutton Snacks,Pattar Ka Gosh,Inventory,89,Oil Refined Sunflower,0.04,LTR
37,Non-Veg Appetizers,Mutton Snacks,Pattar Ka Gosh,Inventory,127,Salt - Table Salt,0.005,KG
37,Non-Veg Appetizers,Mutton Snacks,Pattar Ka Gosh,Inventory,109,Powder - Chilly,0.008,KG
37,Non-Veg Appetizers,Mutton Snacks,Pattar Ka Gosh,Inventory,76,Garam Masala,0.005,KG
38,Non-Veg Appetizers,Mutton Snacks,Pepper Mutton,Fresh,N/A,Mutton,0.25,KG
38,Non-Veg Appetizers,Mutton Snacks,Pepper Mutton,Inventory,89,Oil Refined Sunflower,0.04,LTR
38,Non-Veg Appetizers,Mutton Snacks,Pepper Mutton,Inventory,127,Salt - Table Salt,0.005,KG
38,Non-Veg Appetizers,Mutton Snacks,Pepper Mutton,Inventory,109,Powder - Chilly,0.008,KG
38,Non-Veg Appetizers,Mutton Snacks,Pepper Mutton,Inventory,76,Garam Masala,0.005,KG
39,Non-Veg Appetizers,Sea Food Snacks,Apollo Fish,Fresh,N/A,Fish,0.25,KG
39,Non-Veg Appetizers,Sea Food Snacks,Apollo Fish,Inventory,89,Oil Refined Sunflower,0.03,LTR
39,Non-Veg Appetizers,Sea Food Snacks,Apollo Fish,Inventory,127,Salt - Table Salt,0.005,KG
39,Non-Veg Appetizers,Sea Food Snacks,Apollo Fish,Inventory,109,Powder - Chilly,0.006,KG
39,Non-Veg Appetizers,Sea Food Snacks,Apollo Fish,Inventory,24,Condiments - Tamarind,0.01,KG
40,Non-Veg Appetizers,Sea Food Snacks,Chilli Garlic Prawns,Fresh,N/A,Prawns,0.25,KG
40,Non-Veg Appetizers,Sea Food Snacks,Chilli Garlic Prawns,Inventory,89,Oil Refined Sunflower,0.03,LTR
40,Non-Veg Appetizers,Sea Food Snacks,Chilli Garlic Prawns,Inventory,127,Salt - Table Salt,0.005,KG
40,Non-Veg Appetizers,Sea Food Snacks,Chilli Garlic Prawns,Inventory,109,Powder - Chilly,0.006,KG
40,Non-Veg Appetizers,Sea Food Snacks,Chilli Garlic Prawns,Inventory,24,Condiments - Tamarind,0.01,KG
41,Non-Veg Appetizers,Sea Food Snacks,Crab Keema Balls,Fresh,N/A,Fish,0.25,KG
41,Non-Veg Appetizers,Sea Food Snacks,Crab Keema Balls,Inventory,89,Oil Refined Sunflower,0.03,LTR
41,Non-Veg Appetizers,Sea Food Snacks,Crab Keema Balls,Inventory,127,Salt - Table Salt,0.005,KG
41,Non-Veg Appetizers,Sea Food Snacks,Crab Keema Balls,Inventory,109,Powder - Chilly,0.006,KG
41,Non-Veg Appetizers,Sea Food Snacks,Crab Keema Balls,Inventory,24,Condiments - Tamarind,0.01,KG
42,Non-Veg Appetizers,Sea Food Snacks,Crispy Chilli Fish,Fresh,N/A,Fish,0.25,KG
42,Non-Veg Appetizers,Sea Food Snacks,Crispy Chilli Fish,Inventory,89,Oil Refined Sunflower,0.03,LTR
42,Non-Veg Appetizers,Sea Food Snacks,Crispy Chilli Fish,Inventory,127,Salt - Table Salt,0.005,KG
42,Non-Veg Appetizers,Sea Food Snacks,Crispy Chilli Fish,Inventory,109,Powder - Chilly,0.006,KG
42,Non-Veg Appetizers,Sea Food Snacks,Crispy Chilli Fish,Inventory,24,Condiments - Tamarind,0.01,KG
43,Non-Veg Appetizers,Sea Food Snacks,Fired Fish,Fresh,N/A,Fish,0.25,KG
43,Non-Veg Appetizers,Sea Food Snacks,Fired Fish,Inventory,89,Oil Refined Sunflower,0.03,LTR
43,Non-Veg Appetizers,Sea Food Snacks,Fired Fish,Inventory,127,Salt - Table Salt,0.005,KG
43,Non-Veg Appetizers,Sea Food Snacks,Fired Fish,Inventory,109,Powder - Chilly,0.006,KG
43,Non-Veg Appetizers,Sea Food Snacks,Fired Fish,Inventory,24,Condiments - Tamarind,0.01,KG
44,Non-Veg Appetizers,Sea Food Snacks,Fish Amritsari Tikka,Fresh,N/A,Fish,0.25,KG
44,Non-Veg Appetizers,Sea Food Snacks,Fish Amritsari Tikka,Inventory,89,Oil Refined Sunflower,0.03,LTR
44,Non-Veg Appetizers,Sea Food Snacks,Fish Amritsari Tikka,Inventory,127,Salt - Table Salt,0.005,KG
44,Non-Veg Appetizers,Sea Food Snacks,Fish Amritsari Tikka,Inventory,109,Powder - Chilly,0.006,KG
44,Non-Veg Appetizers,Sea Food Snacks,Fish Amritsari Tikka,Inventory,24,Condiments - Tamarind,0.01,KG
45,Non-Veg Appetizers,Sea Food Snacks,Fish Bullets,Fresh,N/A,Fish,0.25,KG
45,Non-Veg Appetizers,Sea Food Snacks,Fish Bullets,Inventory,89,Oil Refined Sunflower,0.03,LTR
45,Non-Veg Appetizers,Sea Food Snacks,Fish Bullets,Inventory,127,Salt - Table Salt,0.005,KG
45,Non-Veg Appetizers,Sea Food Snacks,Fish Bullets,Inventory,109,Powder - Chilly,0.006,KG
45,Non-Veg Appetizers,Sea Food Snacks,Fish Bullets,Inventory,24,Condiments - Tamarind,0.01,KG
46,Non-Veg Appetizers,Sea Food Snacks,Fish Fingers,Fresh,N/A,Fish,0.25,KG
46,Non-Veg Appetizers,Sea Food Snacks,Fish Fingers,Inventory,89,Oil Refined Sunflower,0.03,LTR
46,Non-Veg Appetizers,Sea Food Snacks,Fish Fingers,Inventory,127,Salt - Table Salt,0.005,KG
46,Non-Veg Appetizers,Sea Food Snacks,Fish Fingers,Inventory,109,Powder - Chilly,0.006,KG
46,Non-Veg Appetizers,Sea Food Snacks,Fish Fingers,Inventory,24,Condiments - Tamarind,0.01,KG
47,Non-Veg Appetizers,Sea Food Snacks,Fish Lal Mirchi Tikka,Fresh,N/A,Fish,0.25,KG
47,Non-Veg Appetizers,Sea Food Snacks,Fish Lal Mirchi Tikka,Inventory,89,Oil Refined Sunflower,0.03,LTR
47,Non-Veg Appetizers,Sea Food Snacks,Fish Lal Mirchi Tikka,Inventory,127,Salt - Table Salt,0.005,KG
47,Non-Veg Appetizers,Sea Food Snacks,Fish Lal Mirchi Tikka,Inventory,109,Powder - Chilly,0.006,KG
47,Non-Veg Appetizers,Sea Food Snacks,Fish Lal Mirchi Tikka,Inventory,24,Condiments - Tamarind,0.01,KG
48,Non-Veg Appetizers,Sea Food Snacks,Fish Pomfret,Fresh,N/A,Fish,0.25,KG
48,Non-Veg Appetizers,Sea Food Snacks,Fish Pomfret,Inventory,89,Oil Refined Sunflower,0.03,LTR
48,Non-Veg Appetizers,Sea Food Snacks,Fish Pomfret,Inventory,127,Salt - Table Salt,0.005,KG
48,Non-Veg Appetizers,Sea Food Snacks,Fish Pomfret,Inventory,109,Powder - Chilly,0.006,KG
48,Non-Veg Appetizers,Sea Food Snacks,Fish Pomfret,Inventory,24,Condiments - Tamarind,0.01,KG
49,Non-Veg Appetizers,Sea Food Snacks,Golden Fired Prawns,Fresh,N/A,Prawns,0.25,KG
49,Non-Veg Appetizers,Sea Food Snacks,Golden Fired Prawns,Inventory,89,Oil Refined Sunflower,0.03,LTR
49,Non-Veg Appetizers,Sea Food Snacks,Golden Fired Prawns,Inventory,127,Salt - Table Salt,0.005,KG
49,Non-Veg Appetizers,Sea Food Snacks,Golden Fired Prawns,Inventory,109,Powder - Chilly,0.006,KG
49,Non-Veg Appetizers,Sea Food Snacks,Golden Fired Prawns,Inventory,24,Condiments - Tamarind,0.01,KG
50,Non-Veg Appetizers,Sea Food Snacks,Grilled Prawns,Fresh,N/A,Prawns,0.25,KG
50,Non-Veg Appetizers,Sea Food Snacks,Grilled Prawns,Inventory,89,Oil Refined Sunflower,0.03,LTR
50,Non-Veg Appetizers,Sea Food Snacks,Grilled Prawns,Inventory,127,Salt - Table Salt,0.005,KG
50,Non-Veg Appetizers,Sea Food Snacks,Grilled Prawns,Inventory,109,Powder - Chilly,0.006,KG
50,Non-Veg Appetizers,Sea Food Snacks,Grilled Prawns,Inventory,24,Condiments - Tamarind,0.01,KG
51,Non-Veg Appetizers,Sea Food Snacks,Lady Fish Fingers,Fresh,N/A,Fish,0.25,KG
51,Non-Veg Appetizers,Sea Food Snacks,Lady Fish Fingers,Inventory,89,Oil Refined Sunflower,0.03,LTR
51,Non-Veg Appetizers,Sea Food Snacks,Lady Fish Fingers,Inventory,127,Salt - Table Salt,0.005,KG
51,Non-Veg Appetizers,Sea Food Snacks,Lady Fish Fingers,Inventory,109,Powder - Chilly,0.006,KG
51,Non-Veg Appetizers,Sea Food Snacks,Lady Fish Fingers,Inventory,24,Condiments - Tamarind,0.01,KG
52,Non-Veg Appetizers,Sea Food Snacks,Loose Prawns,Fresh,N/A,Prawns,0.25,KG
52,Non-Veg Appetizers,Sea Food Snacks,Loose Prawns,Inventory,89,Oil Refined Sunflower,0.03,LTR
52,Non-Veg Appetizers,Sea Food Snacks,Loose Prawns,Inventory,127,Salt - Table Salt,0.005,KG
52,Non-Veg Appetizers,Sea Food Snacks,Loose Prawns,Inventory,109,Powder - Chilly,0.006,KG
52,Non-Veg Appetizers,Sea Food Snacks,Loose Prawns,Inventory,24,Condiments - Tamarind,0.01,KG
53,Non-Veg Appetizers,Sea Food Snacks,Pepper Fish,Fresh,N/A,Fish,0.25,KG
53,Non-Veg Appetizers,Sea Food Snacks,Pepper Fish,Inventory,89,Oil Refined Sunflower,0.03,LTR
53,Non-Veg Appetizers,Sea Food Snacks,Pepper Fish,Inventory,127,Salt - Table Salt,0.005,KG
53,Non-Veg Appetizers,Sea Food Snacks,Pepper Fish,Inventory,109,Powder - Chilly,0.006,KG
53,Non-Veg Appetizers,Sea Food Snacks,Pepper Fish,Inventory,24,Condiments - Tamarind,0.01,KG
54,Non-Veg Appetizers,Sea Food Snacks,Prawns Pakodi,Fresh,N/A,Prawns,0.25,KG
54,Non-Veg Appetizers,Sea Food Snacks,Prawns Pakodi,Inventory,89,Oil Refined Sunflower,0.03,LTR
54,Non-Veg Appetizers,Sea Food Snacks,Prawns Pakodi,Inventory,127,Salt - Table Salt,0.005,KG
54,Non-Veg Appetizers,Sea Food Snacks,Prawns Pakodi,Inventory,109,Powder - Chilly,0.006,KG
54,Non-Veg Appetizers,Sea Food Snacks,Prawns Pakodi,Inventory,24,Condiments - Tamarind,0.01,KG
55,Non-Veg Appetizers,Sea Food Snacks,Spicy Fish Fry,Fresh,N/A,Fish,0.25,KG
55,Non-Veg Appetizers,Sea Food Snacks,Spicy Fish Fry,Inventory,89,Oil Refined Sunflower,0.03,LTR
55,Non-Veg Appetizers,Sea Food Snacks,Spicy Fish Fry,Inventory,127,Salt - Table Salt,0.005,KG
55,Non-Veg Appetizers,Sea Food Snacks,Spicy Fish Fry,Inventory,109,Powder - Chilly,0.006,KG
55,Non-Veg Appetizers,Sea Food Snacks,Spicy Fish Fry,Inventory,24,Condiments - Tamarind,0.01,KG
56,Non-Veg Appetizers,Sea Food Snacks,Stuffed Crab,Fresh,N/A,Fish,0.25,KG
56,Non-Veg Appetizers,Sea Food Snacks,Stuffed Crab,Inventory,89,Oil Refined Sunflower,0.03,LTR
56,Non-Veg Appetizers,Sea Food Snacks,Stuffed Crab,Inventory,127,Salt - Table Salt,0.005,KG
56,Non-Veg Appetizers,Sea Food Snacks,Stuffed Crab,Inventory,109,Powder - Chilly,0.006,KG
56,Non-Veg Appetizers,Sea Food Snacks,Stuffed Crab,Inventory,24,Condiments - Tamarind,0.01,KG
57,Non-Veg Appetizers,Sea Food Snacks,Tawa Fish,Fresh,N/A,Fish,0.25,KG
57,Non-Veg Appetizers,Sea Food Snacks,Tawa Fish,Inventory,89,Oil Refined Sunflower,0.03,LTR
57,Non-Veg Appetizers,Sea Food Snacks,Tawa Fish,Inventory,127,Salt - Table Salt,0.005,KG
57,Non-Veg Appetizers,Sea Food Snacks,Tawa Fish,Inventory,109,Powder - Chilly,0.006,KG
57,Non-Veg Appetizers,Sea Food Snacks,Tawa Fish,Inventory,24,Condiments - Tamarind,0.01,KG
58,Non-Veg Main Course,Biryani,Andhra Fish Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
58,Non-Veg Main Course,Biryani,Andhra Fish Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
58,Non-Veg Main Course,Biryani,Andhra Fish Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
58,Non-Veg Main Course,Biryani,Andhra Fish Biryani,Inventory,61,Ghee Desi,0.02,KG
58,Non-Veg Main Course,Biryani,Andhra Fish Biryani,Inventory,127,Salt - Table Salt,0.008,KG
58,Non-Veg Main Course,Biryani,Andhra Fish Biryani,Inventory,163,Spices - Cardamom,0.001,KG
58,Non-Veg Main Course,Biryani,Andhra Fish Biryani,Inventory,165,Spices - Cloves,0.001,KG
58,Non-Veg Main Course,Biryani,Andhra Fish Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
58,Non-Veg Main Course,Biryani,Andhra Fish Biryani,Fresh,N/A,Onion,0.1,KG
59,Non-Veg Main Course,Biryani,Bilal Mutton Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
59,Non-Veg Main Course,Biryani,Bilal Mutton Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
59,Non-Veg Main Course,Biryani,Bilal Mutton Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
59,Non-Veg Main Course,Biryani,Bilal Mutton Biryani,Inventory,61,Ghee Desi,0.02,KG
59,Non-Veg Main Course,Biryani,Bilal Mutton Biryani,Inventory,127,Salt - Table Salt,0.008,KG
59,Non-Veg Main Course,Biryani,Bilal Mutton Biryani,Inventory,163,Spices - Cardamom,0.001,KG
59,Non-Veg Main Course,Biryani,Bilal Mutton Biryani,Inventory,165,Spices - Cloves,0.001,KG
59,Non-Veg Main Course,Biryani,Bilal Mutton Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
59,Non-Veg Main Course,Biryani,Bilal Mutton Biryani,Fresh,N/A,Onion,0.1,KG
60,Non-Veg Main Course,Biryani,Bilal Prawn Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
60,Non-Veg Main Course,Biryani,Bilal Prawn Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
60,Non-Veg Main Course,Biryani,Bilal Prawn Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
60,Non-Veg Main Course,Biryani,Bilal Prawn Biryani,Inventory,61,Ghee Desi,0.02,KG
60,Non-Veg Main Course,Biryani,Bilal Prawn Biryani,Inventory,127,Salt - Table Salt,0.008,KG
60,Non-Veg Main Course,Biryani,Bilal Prawn Biryani,Inventory,163,Spices - Cardamom,0.001,KG
60,Non-Veg Main Course,Biryani,Bilal Prawn Biryani,Inventory,165,Spices - Cloves,0.001,KG
60,Non-Veg Main Course,Biryani,Bilal Prawn Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
60,Non-Veg Main Course,Biryani,Bilal Prawn Biryani,Fresh,N/A,Onion,0.1,KG
61,Non-Veg Main Course,Biryani,Chettinadu Chicken Dum Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
61,Non-Veg Main Course,Biryani,Chettinadu Chicken Dum Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
61,Non-Veg Main Course,Biryani,Chettinadu Chicken Dum Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
61,Non-Veg Main Course,Biryani,Chettinadu Chicken Dum Biryani,Inventory,61,Ghee Desi,0.02,KG
61,Non-Veg Main Course,Biryani,Chettinadu Chicken Dum Biryani,Inventory,127,Salt - Table Salt,0.008,KG
61,Non-Veg Main Course,Biryani,Chettinadu Chicken Dum Biryani,Inventory,163,Spices - Cardamom,0.001,KG
61,Non-Veg Main Course,Biryani,Chettinadu Chicken Dum Biryani,Inventory,165,Spices - Cloves,0.001,KG
61,Non-Veg Main Course,Biryani,Chettinadu Chicken Dum Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
61,Non-Veg Main Course,Biryani,Chettinadu Chicken Dum Biryani,Fresh,N/A,Onion,0.1,KG
62,Non-Veg Main Course,Biryani,Chettinadu Mutton Dum Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
62,Non-Veg Main Course,Biryani,Chettinadu Mutton Dum Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
62,Non-Veg Main Course,Biryani,Chettinadu Mutton Dum Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
62,Non-Veg Main Course,Biryani,Chettinadu Mutton Dum Biryani,Inventory,61,Ghee Desi,0.02,KG
62,Non-Veg Main Course,Biryani,Chettinadu Mutton Dum Biryani,Inventory,127,Salt - Table Salt,0.008,KG
62,Non-Veg Main Course,Biryani,Chettinadu Mutton Dum Biryani,Inventory,163,Spices - Cardamom,0.001,KG
62,Non-Veg Main Course,Biryani,Chettinadu Mutton Dum Biryani,Inventory,165,Spices - Cloves,0.001,KG
62,Non-Veg Main Course,Biryani,Chettinadu Mutton Dum Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
62,Non-Veg Main Course,Biryani,Chettinadu Mutton Dum Biryani,Fresh,N/A,Onion,0.1,KG
63,Non-Veg Main Course,Biryani,Chicken Fry Piece Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
63,Non-Veg Main Course,Biryani,Chicken Fry Piece Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
63,Non-Veg Main Course,Biryani,Chicken Fry Piece Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
63,Non-Veg Main Course,Biryani,Chicken Fry Piece Biryani,Inventory,61,Ghee Desi,0.02,KG
63,Non-Veg Main Course,Biryani,Chicken Fry Piece Biryani,Inventory,127,Salt - Table Salt,0.008,KG
63,Non-Veg Main Course,Biryani,Chicken Fry Piece Biryani,Inventory,163,Spices - Cardamom,0.001,KG
63,Non-Veg Main Course,Biryani,Chicken Fry Piece Biryani,Inventory,165,Spices - Cloves,0.001,KG
63,Non-Veg Main Course,Biryani,Chicken Fry Piece Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
63,Non-Veg Main Course,Biryani,Chicken Fry Piece Biryani,Fresh,N/A,Onion,0.1,KG
64,Non-Veg Main Course,Biryani,Chicken Ulavacharu Dum Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
64,Non-Veg Main Course,Biryani,Chicken Ulavacharu Dum Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
64,Non-Veg Main Course,Biryani,Chicken Ulavacharu Dum Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
64,Non-Veg Main Course,Biryani,Chicken Ulavacharu Dum Biryani,Inventory,61,Ghee Desi,0.02,KG
64,Non-Veg Main Course,Biryani,Chicken Ulavacharu Dum Biryani,Inventory,127,Salt - Table Salt,0.008,KG
64,Non-Veg Main Course,Biryani,Chicken Ulavacharu Dum Biryani,Inventory,163,Spices - Cardamom,0.001,KG
64,Non-Veg Main Course,Biryani,Chicken Ulavacharu Dum Biryani,Inventory,165,Spices - Cloves,0.001,KG
64,Non-Veg Main Course,Biryani,Chicken Ulavacharu Dum Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
64,Non-Veg Main Course,Biryani,Chicken Ulavacharu Dum Biryani,Fresh,N/A,Onion,0.1,KG
65,Non-Veg Main Course,Biryani,Hyderabadi Chicken Dum Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
65,Non-Veg Main Course,Biryani,Hyderabadi Chicken Dum Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
65,Non-Veg Main Course,Biryani,Hyderabadi Chicken Dum Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
65,Non-Veg Main Course,Biryani,Hyderabadi Chicken Dum Biryani,Inventory,61,Ghee Desi,0.02,KG
65,Non-Veg Main Course,Biryani,Hyderabadi Chicken Dum Biryani,Inventory,127,Salt - Table Salt,0.008,KG
65,Non-Veg Main Course,Biryani,Hyderabadi Chicken Dum Biryani,Inventory,163,Spices - Cardamom,0.001,KG
65,Non-Veg Main Course,Biryani,Hyderabadi Chicken Dum Biryani,Inventory,165,Spices - Cloves,0.001,KG
65,Non-Veg Main Course,Biryani,Hyderabadi Chicken Dum Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
65,Non-Veg Main Course,Biryani,Hyderabadi Chicken Dum Biryani,Fresh,N/A,Onion,0.1,KG
66,Non-Veg Main Course,Biryani,Hyderabadi Mugalai Mutton Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
66,Non-Veg Main Course,Biryani,Hyderabadi Mugalai Mutton Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
66,Non-Veg Main Course,Biryani,Hyderabadi Mugalai Mutton Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
66,Non-Veg Main Course,Biryani,Hyderabadi Mugalai Mutton Biryani,Inventory,61,Ghee Desi,0.02,KG
66,Non-Veg Main Course,Biryani,Hyderabadi Mugalai Mutton Biryani,Inventory,127,Salt - Table Salt,0.008,KG
66,Non-Veg Main Course,Biryani,Hyderabadi Mugalai Mutton Biryani,Inventory,163,Spices - Cardamom,0.001,KG
66,Non-Veg Main Course,Biryani,Hyderabadi Mugalai Mutton Biryani,Inventory,165,Spices - Cloves,0.001,KG
66,Non-Veg Main Course,Biryani,Hyderabadi Mugalai Mutton Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
66,Non-Veg Main Course,Biryani,Hyderabadi Mugalai Mutton Biryani,Fresh,N/A,Onion,0.1,KG
67,Non-Veg Main Course,Biryani,Vijawada Style Chicken Biryani,Fresh,N/A,Meat (Chicken/Mutton),0.25,KG
67,Non-Veg Main Course,Biryani,Vijawada Style Chicken Biryani,Inventory,117,Rice - Basmati G 1,0.2,KG
67,Non-Veg Main Course,Biryani,Vijawada Style Chicken Biryani,Inventory,89,Oil Refined Sunflower,0.05,LTR
67,Non-Veg Main Course,Biryani,Vijawada Style Chicken Biryani,Inventory,61,Ghee Desi,0.02,KG
67,Non-Veg Main Course,Biryani,Vijawada Style Chicken Biryani,Inventory,127,Salt - Table Salt,0.008,KG
67,Non-Veg Main Course,Biryani,Vijawada Style Chicken Biryani,Inventory,163,Spices - Cardamom,0.001,KG
67,Non-Veg Main Course,Biryani,Vijawada Style Chicken Biryani,Inventory,165,Spices - Cloves,0.001,KG
67,Non-Veg Main Course,Biryani,Vijawada Style Chicken Biryani,Inventory,164,Spices - Cinnamon,0.001,KG
67,Non-Veg Main Course,Biryani,Vijawada Style Chicken Biryani,Fresh,N/A,Onion,0.1,KG
68,Non-Veg Main Course,Chicken Curries,Andhra Chicken Curry,Fresh,N/A,Chicken Curry Cut,0.3,KG
68,Non-Veg Main Course,Chicken Curries,Andhra Chicken Curry,Inventory,89,Oil Refined Sunflower,0.03,LTR
68,Non-Veg Main Course,Chicken Curries,Andhra Chicken Curry,Inventory,127,Salt - Table Salt,0.005,KG
68,Non-Veg Main Course,Chicken Curries,Andhra Chicken Curry,Inventory,109,Powder - Chilly,0.008,KG
68,Non-Veg Main Course,Chicken Curries,Andhra Chicken Curry,Inventory,1,Turmeric Powder,0.002,KG
68,Non-Veg Main Course,Chicken Curries,Andhra Chicken Curry,Inventory,76,Garam Masala,0.003,KG
68,Non-Veg Main Course,Chicken Curries,Andhra Chicken Curry,Fresh,N/A,Onion,0.1,KG
68,Non-Veg Main Course,Chicken Curries,Andhra Chicken Curry,Fresh,N/A,Tomato,0.05,KG
69,Non-Veg Main Course,Chicken Curries,Arakodi Fry,Fresh,N/A,Chicken Curry Cut,0.3,KG
69,Non-Veg Main Course,Chicken Curries,Arakodi Fry,Inventory,89,Oil Refined Sunflower,0.03,LTR
69,Non-Veg Main Course,Chicken Curries,Arakodi Fry,Inventory,127,Salt - Table Salt,0.005,KG
69,Non-Veg Main Course,Chicken Curries,Arakodi Fry,Inventory,109,Powder - Chilly,0.008,KG
69,Non-Veg Main Course,Chicken Curries,Arakodi Fry,Inventory,1,Turmeric Powder,0.002,KG
69,Non-Veg Main Course,Chicken Curries,Arakodi Fry,Inventory,76,Garam Masala,0.003,KG
69,Non-Veg Main Course,Chicken Curries,Arakodi Fry,Fresh,N/A,Onion,0.1,KG
69,Non-Veg Main Course,Chicken Curries,Arakodi Fry,Fresh,N/A,Tomato,0.05,KG
70,Non-Veg Main Course,Chicken Curries,Boneless Chicken Curry,Fresh,N/A,Chicken Curry Cut,0.3,KG
70,Non-Veg Main Course,Chicken Curries,Boneless Chicken Curry,Inventory,89,Oil Refined Sunflower,0.03,LTR
70,Non-Veg Main Course,Chicken Curries,Boneless Chicken Curry,Inventory,127,Salt - Table Salt,0.005,KG
70,Non-Veg Main Course,Chicken Curries,Boneless Chicken Curry,Inventory,109,Powder - Chilly,0.008,KG
70,Non-Veg Main Course,Chicken Curries,Boneless Chicken Curry,Inventory,1,Turmeric Powder,0.002,KG
70,Non-Veg Main Course,Chicken Curries,Boneless Chicken Curry,Inventory,76,Garam Masala,0.003,KG
70,Non-Veg Main Course,Chicken Curries,Boneless Chicken Curry,Fresh,N/A,Onion,0.1,KG
70,Non-Veg Main Course,Chicken Curries,Boneless Chicken Curry,Fresh,N/A,Tomato,0.05,KG
71,Non-Veg Main Course,Chicken Curries,Butter Chicken Curry,Fresh,N/A,Chicken Curry Cut,0.3,KG
71,Non-Veg Main Course,Chicken Curries,Butter Chicken Curry,Inventory,89,Oil Refined Sunflower,0.03,LTR
71,Non-Veg Main Course,Chicken Curries,Butter Chicken Curry,Inventory,127,Salt - Table Salt,0.005,KG
71,Non-Veg Main Course,Chicken Curries,Butter Chicken Curry,Inventory,109,Powder - Chilly,0.008,KG
71,Non-Veg Main Course,Chicken Curries,Butter Chicken Curry,Inventory,1,Turmeric Powder,0.002,KG
71,Non-Veg Main Course,Chicken Curries,Butter Chicken Curry,Inventory,76,Garam Masala,0.003,KG
71,Non-Veg Main Course,Chicken Curries,Butter Chicken Curry,Fresh,N/A,Onion,0.1,KG
71,Non-Veg Main Course,Chicken Curries,Butter Chicken Curry,Fresh,N/A,Tomato,0.05,KG
72,Non-Veg Main Course,Chicken Curries,Chicken Chintachiguru,Fresh,N/A,Chicken Curry Cut,0.3,KG
72,Non-Veg Main Course,Chicken Curries,Chicken Chintachiguru,Inventory,89,Oil Refined Sunflower,0.03,LTR
72,Non-Veg Main Course,Chicken Curries,Chicken Chintachiguru,Inventory,127,Salt - Table Salt,0.005,KG
72,Non-Veg Main Course,Chicken Curries,Chicken Chintachiguru,Inventory,109,Powder - Chilly,0.008,KG
72,Non-Veg Main Course,Chicken Curries,Chicken Chintachiguru,Inventory,1,Turmeric Powder,0.002,KG
72,Non-Veg Main Course,Chicken Curries,Chicken Chintachiguru,Inventory,76,Garam Masala,0.003,KG
72,Non-Veg Main Course,Chicken Curries,Chicken Chintachiguru,Fresh,N/A,Onion,0.1,KG
72,Non-Veg Main Course,Chicken Curries,Chicken Chintachiguru,Fresh,N/A,Tomato,0.05,KG
73,Non-Veg Main Course,Chicken Curries,Chicken Do Pyaza,Fresh,N/A,Chicken Curry Cut,0.3,KG
73,Non-Veg Main Course,Chicken Curries,Chicken Do Pyaza,Inventory,89,Oil Refined Sunflower,0.03,LTR
73,Non-Veg Main Course,Chicken Curries,Chicken Do Pyaza,Inventory,127,Salt - Table Salt,0.005,KG
73,Non-Veg Main Course,Chicken Curries,Chicken Do Pyaza,Inventory,109,Powder - Chilly,0.008,KG
